text,label
dm minnnnn ini berlangganan tv nya g ditonton kenakan harga nya an tetangga yg berlangganan kids tv doang ga sampe segitu chat fita aplikasi smpe email gaada respon sm sekali mana bayar wifi,positive
baru idup jamdah mate lagingacooooi,negative
mohon maafkami perubahan jadwal pengiriman stb k dipercepat tgl jadwal kedatangan prioritas wib yamohon berkenan menunggu kedatangan teknisi yagioini kamu punya mata kan,positive
semua chanel krn klu pakai kabel rca normal ini yg bermasalah colokan hdmi setbox nya,positive
gimana ya udah wifiny nggak bisa bsk dah mo meet gbs gmn si,negative
haloooo knp internet dr kmrn lemot bgt ya download dokumen aja bgt,negative
wifi lu jelek bgt sumpah,negative
ga sih kualitas internetnya benerin bayar doang mahal tp mati mulu,negative
cek dm,positive
wkwkwkwkwk sjw tingkat kelurahan,positive
jadi pakai kabel hdmi tampilan layar tv gremekruyekburekrusakseperti cd baret susah dituliskannya lbh kirim teknisinya utk mengecekan kata yg pas utk kejadian ini,positive
min aja kemaren teknisi dateng rumah kok mati internetnya udh mati brp ini id,negative
nih bukti nya detik aja ga nyambung,negative
tanggal sampe udah tanggal estimasi aja ga dikerjain ya perbaikannya,negative
halo channel tvnya tulisanya access denied paket pembeli dlite x channel tv no pelanggan,positive
knp si kalo malem lost connect,neutral
sudah aja dari udah coba restart modem aja hasilnya nyambung ga koneksi internet nya,negative
emng datangin teknisi,neutral
seharian ga koneksi internet masih diajak kerjasama ga lokasi cikupatangerang,neutral
wifi connect ga internet nya parah banget asu,negative
wifi ga nyala ini waduh gimana si,negative
belom saya estimasinya lama aja kalo enak langsung pindah provider lain udah cek website ga dapet info apa,negative
mohon info bantuannya internet matiiii,positive
min internet digunakan id pelanggan,neutral
knpa ya udah ga internet putus nyambung terus klo emang gangguan kasih pemberitahuan lah kasih estimasi juga udah disabarin,neutral
terima kasih,positive
saya telpon call centre dibilang perbaikan yaa becanda bener sih,positive
boleh tunggu karna vital confrence call,neutral
nyala hijau kecuali los nya merah kedip cepat,negative
kl lupa password gmn yasaya ganti password wifi,neutral
nmr id baru yg pararel modem disalurkan jaringan nmr id yg yaa mnt dtg teknisi aja gmna sblmnya dlu mmg psg nm org tp psg br ats nm taslikan jd acuan nmr yg ats nm taslikan lalu sy pararel tp los mrh trus,positive
kabel lan ga min cabut stop kontak,negative
emng krna smpe hrus teknisi,neutral
bro internet gimana nih siang,neutral
estimasinya sampe kapan tertulis estimasinya sampe estimasinya,neutral
dihapus min terimakasih,neutral
hallo tolong dibantuuu,neutral
internet mati mulu,neutral
halo min gimana ya connected without internet terus id,neutral
maaf baca kumat nih error lg tv wifi nya,negative
okee fixnya jam berapa,neutral
sampe bosen ngecek link itu refresh lah hub itulah coba pekerjanya dihargain tinggi kondisi gini paham mreka menyelesaikan menangani ya karna mesti akibat nya,neutral
min id kah perbaikannya dah nih mati internetnya dicek websitenya gaada estimasi,neutral
ga jamin bayar waktu kena promo gara dicabut eh skali error kontinyu ga abisnya btw bayarnya sama sepihak cabut depan no kompromi lagi pindah provider yang bengkak,positive
malam admin internet gimana ya modar,neutral
fm koneksi hr error abis perbaiki jam error lagi saluttt ga bosen ya,neutral
wifi lemot neh,negative
pertanyaan min estimasi menunggu butuh min,negative
min internet jam an mati min sekaramg hidup koneksinya,neutral
halloo min ini perpanjang gimana ya,positive
hi modem wifi daerah rawamangun nggak sinyal harap diperbaiki,positive
lanjutin mang,positive
wes follow ra iso dm piye ki,positive
nih min cek website service status online akan layanan tersebut,positive
tolong cek min wifinya lemot banget sinyal penuh kadang gangguan,positive
mulai error lg,negative
ini internet gangguan kah emang perbaikan lakukan udah pake sungguh kecewa janji janji perbaikan internetnya,negative
online banget sih ini bikin aduan akhirnya kerjaan tertunda sekolah online anak susah nambah biaya quota bulanan bayaran tetep ditagih,positive
min internet mati lageeee mati lageee,negative
butuh menunggu min ini loh jaringan bermasalah udah min capek min nunggu ga,neutral
terima kasih malam mengakses internet nya,positive
niatnya dibayar error udah ke kalinya gangguan daerah loh keluarga make internet lancar cuman doang sisanya gangguan adik pts kuota layanan,neutral
ya kirim aja deh nyala bentar mati,neutral
udah normal menyapa,positive
nopel wati mohon hapuskan channel first spot fmx membutuhkannya,neutral
gangguan ya itu seharian problem,neutral
terpantau koneksi gak stabil,negative
sudah coba pindah colokan nyala bisa berikut lampirkan fotonya,neutral
hallo min internet gangguan siang tolong perbaiki id terimakasih,neutral
ini jdnya kapan knp ya mengatasi jaringan ini sdh seminggu internet tv kabel tdk dpt digunakan,neutral
sama aja jancok,negative
untuk layanan internet problem no signal layanan tv min,negative
tolong cek min udah wifi mati min nyala nyala untuk daya listrik dicabut kabel modem dicabut dipasang wifi berfungsi mohon dibantu min thanks,positive
tagihan fm dikit gak informasi yg,neutral
halooo ninuninuninu tolong cek dm,neutral
oke tunggu ya teknisi dtg apa perbaikin aja,positive
tolong cek internetnya mati nyala id,positive
daerah kab bekasi khusus nya tambun selatan pake ko jaringan nya lola ya jelaskan,neutral
baru comment konek lagi tp klo putus ya aja mohon perbaikannya ditingkatkan makasih,neutral
ngent wkakkwmwmkak,negative
waduh ya kompensasi niy bgini,neutral
apakah diinfokan kelanjutan proses penghapusan bbrp chanel yg ajukan,neutral
gokil juga langganan kaga tp protes,neutral
id coba berfikir ngapain,neutral
jdii bayar perbulan ya,neutral
selamat malam paket tv ya homecable saja,positive
internet gak layanan seharian tolong diaktifkan menggangu operasional,neutral
lah internet lo nyolong tetangga,neutral
sadar ga sih min banyakan errornya benernya ga kemauan unggul gitu provider lain id,negative
malam min internet cek jg apapun connect bacaannya no internet ya id,positive
malam admin wifi tdi kemarin siang gabisa gangguan dri pusat gimn yaa mohon bantuannya nomor pelanggannya,positive
kira yaaaaa,neutral
lemot parah dari kemarin ngecek qualitybya terindikasi gangguan mulu upload attachments email banget takutnya indonesia negara maju uplaodnya selesai,negative
id pelanggan kenapa internetnya putus ya udah direstart modem gak nyambung terima kasih,negative
daerah pondok indah ya jaringan inetnya mati jam,neutral
tolong cek min kemaren wifi nya ga nyala nyala ya,neutral
ente kemarin dah cerita dipendem sendiri,neutral
problemnya udah ini udah seminggu wifi mati total kapan benernya percuma bayar kalo kyk gini tolong perbaiki id,negative
id pelanggan internet gada koneksii niii lemott pisann euii,neutral
internet tv kabel error siang hari ada ini bisa perbaiki sekarang,neutral
halo min membayar tagihan berhasil mengapa status tagihan kunjung berubah lunas id,neutral
ada problem sih emang nya,negative
halo min no akun quality issue kemaren tulisannya kecepatan internet stabil tp bener ga dipake sekali alasan errornya ya estimasi recoverynya thank youu,neutral
lama dong biasanya kalo bermasalah ga deh,neutral
gmn sdh jaringan internet mati total wilayah perumahan pondok bahar permai id tlg diperbaiki cpt datangkan teknisi rumah,neutral
tolong dicek gangguan internet tv account thanks,neutral
min open dm,positive
haloo yaa,neutral
blm ganti password nya min tolong dibantu,neutral
online jaringan tersedia,positive
ya kemarin gangguan,neutral
cek website tsb tindakan lanjutan wifi saya mohon pengertiannya admin,positive
ditunggu penanganannya,positive
teruntuk ditindaklanjuti gak jujur mengganggu banget sehari kali telfon nomor costumer bersifat private sampe kesebar begini jgn sampe coz ga ditindaklanjuti nama jelek,neutral
tolong dibalas dm ya,positive
tolong cek ya admin ngga kerja optimal gangguan,neutral
hi pagi terima kasih konfirmasi kamu silakan hubungi mimin terkait kebutuhan infomasi produk layanan homethanksdra,positive
min gangguan ya,neutral
hi mohon maaf kendala terima kasih konfirmasi ya silakan info mimin kebutuhan terkait produk layanan home ya thanksdra,positive
hi pagi boleh informasikan id pelanggan dm mimin bantu pengecekan lanjut thanksdra,positive
internet ajaib lapor gangguan udh kyk gini gimana lapor gangguan ganti nih,negative
iyakkkkkk cari penyakit malem mohon bgt inimah malem aja gangguan nya bsk pagi meeting neeeeehhhhhh,positive
laporan tt benerin ini busuk malam speedtest jaringan aja ga lolos ga upload throtle main game packet loss gede rto terus gmn pelayanannya,negative
tsel sm napa daaaah,neutral
jaringan wifi los teknisi kunjung rumah menangani kemarin via dm adminnya konfirmasi datang tolong penanganannya segera id,negative
sudah sore apa kompensasinya,neutral
ganti mantap bgt,neutral
jgn kyk anjing deh tolong,negative
jaringannya lemot ya,negative
mengecek internet error mencari twitter wkwk jarang banget dikasih tau japri provider wkwk gapapa down untung minggu kalo pas kerja ribet dah,positive
napa sii pagi lemot,negative
hmm down ya takira wifiku aja,negative
anjing pol,negative
u ngapa dah,neutral
meninggoy,negative
kumat lg,negative
kalo internet plat merah sih iya tapi kalo pake provider xl sm pake wifi firstmed sm myrep engga,positive
please informasi sinyal yg semoga cepat pulih terimakasih,neutral
please kebiasaan lemot banget,neutral
kontol,negative
mrepotkan,neutral
ini ngapa lagii astagaa,neutral
lagi netflixan kampret tiba down,negative
mood sunday gue dirusak oleh gangguan,negative
down anjing,negative
down kah,neutral
tersiksa,neutral
welcome to club,neutral
suggestion mending taro info down twitter sosmed aplikasi yg ngga tau feature chat web,neutral
dah terimakasih,positive
tolong informasi gangguan selesai telat bayar denda kl gangguan nggak bayar denda kita,neutral
dear admin informasi pemasangan ya ini saya kantor jakarta selatan buka minggu,positive
wtf,neutral
ahhh php in area jln merpati raya ambyar,neutral
nya rusak nih min buka youtube dll gak bisa,neutral
error,neutral
cs turu,neutral
mulai penyakit nya,neutral
pake kali down total tetep kesel sih,negative
hi min apakah jaringan bermasalah area teluk gong,neutral
down ya,neutral
halo admin kemanggisan down kah los internet ada restart device saja mohon bantuannya,positive
nape woy mati mau daily ni ganggu aje,negative
allah kenapaa ni udah annoying jgn kayak indihomo deh,negative
guys mo nanya kabel pon gw napa kelap kelip merah yak,neutral
hari indonesia basketball festival bali series kita tunggu lapangan yah menyaksikan pertandingan seru tim tim andalan bali didukung,positive
hai sobat bisa banget dong jangkauan sinyal wifi luas sobat berlangganan wifi extender harga puluh ribu rupiah ppn pemasangannya,positive
min kalo memperluas jangkuan wifi bisa,positive
halo penggemar kai besok kais mewujudkan bucket listnya kais bucket list,positive
hai kak nadin langkah awal pastikan kabel patch cord modemnya terpasang kencang terdengar bunyi klik kabel patch cord bawahbelakang modem,positive
well hasil diharapkan kepala tegak perjalanan panjng meraih hasil lagi ngomong hasil baik nih hasil segi kualitas internet,positive
seperti halnya tenaga kesehatan era pandemi jurnalis peran garda terdepan menyampai,positive
makan babat diajak pak yogi hai sobat selamat pagi quotes pagi hari baik jadi bangun,positive
ikut happy ya liat kai senangsenang episode ini jangan ketinggalan episode kais bucket list jam,positive
pagi kak janah kare cek laporan aplikasi my nomor tiket in progres laporan dicek mandiri via aplikasi my jika,positive
pagi kak kak janah kare cek laporan aplikasi my nomor tiket in progres laporan dicek mandiri via aplikasi my jika,positive
hai kak gilang mohon maaf ya keterlambatannya saat laporan kakak setiawan bantu koordinasikan tiket in teknisi dijadwalkan lokasi kakak,positive
halo kak nanda guna pengecekan lanjut berkenan informasikan nomor internet nomor hp utama nomor hp alternatif dm ya kak jeki tunggu konfirmasinya terima kasih,positive
min klo biaya instalasi yg rb pasang dibayar pake cc ga makasih,positive
ih udah gak galau nonton ayang wetv makasih,positive
halo kak ling fadli informasikan kakak menikmati tv stb pastinya menikmati siaran berbeda tvnya fadli,positive
digital punya bayar tagihan makin mudah yes pilihan pembayaran bikin ringan lunasi tagihan waktu,positive
masih semangat mengikuti cerita liburan kai temantemannya jangan khawatir ini wib kais bu,positive
halo sobat kamus pintar minggu mimin bahas smart yuk simak ya,positive
halo kak jeki informasikan sod speed on demand fitur produk home internet upgrade speed internet temporer sesuai kebutuhan kakak,positive
mau pake banget kesempatan ketemu kakang mas karena pesona kai kak menonton acara kais bucket list bekerjasama cxo media internet cepat jangan lewatkan acaranya ya,positive
hai sobat yuk ikutan giveaway berapakah kecepatan internet memadai keluarg,positive
sob kukuy rahasia nih belanja lumayan wishlist pas gajian tempatnya jual cari,positive
hai cantik kenalan yuk kenalan atejar akun telkom jabar biar ga memendam penasaran lagi,positive
eh sore gini ngapain nih sob kakmin rekomendasi cemilan konsumsi kerja maupu,positive
selamat hari pers nasional mendukung semangat jurnalis menghadirkan paket khusus jurnalis lo,positive
ada bermimpi atlet badminton kaya gideon yuk wujudkan gideon badminton academy,positive
minggu loss dijanjikan perbaikan senin,negative
indigo siapanya,neutral
bales tweet aja bener buset dah,neutral
drama bgt signal ngeluarin duit lg beli kuota huuuu,negative
aja anjir jd ping gede mulu,negative
hai kak fegy silakan informasikan nomor internet nomor ponsel aktif alternatifnya via dm pengecekan lanjut ditunggu konfirmasinya raizel,positive
join and get reward this project,positive
tobat gua bener dah,neutral
gangguan yah,neutral
kak raizel informasikan sod speed on demand fitur produk home internet upgrade speed internet temporer sesuai kebutuhan kakak,positive
lu ngerti kontol ga blok,negative
asu kontol memek,negative
bangsat jam segini o,negative
pls lemot banget kepencet sticker dino kuning pas unsend keburu read duluan sgt memalukan,negative
kenapa ya mendukung ku tugas jirr load twitter aja gabisa,neutral
loe kalo udah mampu bilang ya ajg,neutral
kak adnan ronald cek dibantu pelaporannya nomor tiket in detailnya respons dm berkenan menunggu progressnya upayakan cepat,positive
lemot sie,negative
pntq,negative
chat liat tiktok gabisa kirim pict via chat gimana ya,positive
ya first med anjing,negative
selamat pagi bapak rahatiar mohon informasikan nomor mengalami kendala deng,positive
selamat pagi bapak rahatiar mohon informasikan nomor mengalami kendala digit angka perihal kendalanya melanjutkan interaksinya via dm ya terima kasih ichal,positive
mudahnya akses pasang add on lapor gangguan menyediakan fasilitas mudah akses internet jaringan number one,positive
tolong ya masmba soalnya lulus ga lulus,neutral
tolong bener ak gabisa update macos anjir,neutral
hadir yg terbaik loh guysdari sisi produk pelayanannya berbagai aktivitas rumah kantor tongkrongan kalian loh so yukk pakai klik,positive
klo gangguan semoga besok cepet kelar ya soalnya tugas numpuk makasih,positive
bagus ga si,neutral
masih bingung redeem poin sobat kamu jangan khawatir kamu mudah cek langkahlangkahnya ya makin cuan sobat yuk daftar download aplikasinya sekarang,positive
skg kalo malem ngapa lemot bgt ya,negative
sabtu pagi enak nya olahraga badminton nih persiapan ikutan audisi gideon badminton academy batch ke buruan ikutan jago main badminton,positive
mau nonton pertandingan bola bergengsi bisa mau nonton filmfilm hollywood unggulan bisa juga kuy buruan download aplikasi mola usee apps store layar tv kamu,positive
makin loh serial serial keren indonesia bangga gak tuh gua si keren kek drakor drakor nih ketinggalan makanya nonton hotstar loh tv tentunya,positive
kak duma riko informasikan laporan kakak riko bantu refresh jaringan sisi sentral ya kak menstabilkan koneksi jaringannya kembali silakan koneksikan jaringannya secara,positive
wih ikutan dong,positive
hai kak debora mohon informasikan data via dm pengecekan atas nama alamat pelanggan jumlah tagihan lunas relasi pemilik ode,positive
makin seru min,positive
mantaps,positive
mantaps nih,positive
gangguan ya,neutral
min knapa jaringan wifi nya gk terbaca ya hp,neutral
wah selamat ulang tahun kak beomgyu semoga kakak umur sehat selalu berlimpah kebahagiaan ya,positive
ini balas mengirim pakai data celuler klo pakai terkirim,neutral
setau ngeluh tementemen juga cuman kayak gitu gak sampe parah banget coba temen pake indi juga kalo udah berharihari rugi paling nggak cekin aja nya,positive
ga kak udah kapok pake wkwkwk,neutral
saking lemot nya gue sampe beli paketan nonton twenty five twenty one anjingggggg lemot trs bangsat,negative
ada logo rumah ikutan yuukk,positive
kau mati dodol,negative
ni kabel gigit biawak lg ya dasar laut sampah x sumpah,negative
hari minggu emang cocok self rewards jalan streaming youtube sepuasnya pake biar besok senin semangat realita,positive
emang perhatian membantu banget kasih solusi info seputar layanan rumah,positive
kak hermawan mohon maaf nyaman laporna kakak pengecekan tim dibantu solusikan berkenan menunggu progres update informasi selanjutnya ya kak terima,positive
be your self dorong batasanmu do the best indahnya hari wifi,positive
apa smart minggu mimin bahas smart sobat kamu langsung cek ya sssttt kamu dm mimin info my,positive
kirain gua down,neutral
ok will error again in,negative
halo kak adnan sebagai langkah pertama pastikan kabel patch cord kabel berwarna hitam kuning ujung berwarna biru terpasang modem ont disarankan,positive
yg kendala jaringancoba baca deh teliti yg terkendala pas login apk my masukin no id internet ga ketergn sprti gmbr yg sudh dkrimkanjaringan internet aman,positive
selamat minggu tidur yok workout sebentar inspirasi koneksi sarankan biar lancar jaya,positive
hujan semangat ditemenin koneksi yg lancar cuaca gini,positive
jawa hebat juara yok main jangam virtual trus,positive
kak aulianisa riwayat interaksi sebelumnya nomor internet silakan informasikan nomor internet kakak maksud ya kesalahan,positive
hai kak selene boleh pastinya mohon informasikan data via dm pengecekan nomor atas nama alamat pelanggan jumlah tagihan lunas,positive
ga khawatir ga paketan hotel internetan jalan,positive
halo kak aulianisa azhar cek nomor internet jaringannya terpantau stabil menstabilkan jaringan internetnya bantu lakukan restart jaringan sistem kami,positive
p om lemot jaringan ak,negative
halo kak aulianisa azhar cek nomor internet terpantau stabil menstabilkan jaringan internetnya bantu lakukan restart jaringan sistem kami hal akan,positive
memahami lengkap tentang yang dimaksud dengan mbps adalah blog memahami lengkap tentang yang dimaksud dengan mbps adalah perbedaan mbps sampai pada menghitung kebutuhan bandwidth mbps sesuai dengan kebutuhan,positive
transaksi layanan mudah aplikasi my kamu aktivasi ott video streaming berlangg,positive
kurang bagong apa lagi indonesia dr krismon presiden bj habibie th saat megawati jd presiden lungsura,neutral
ready kuota murah full kuota utama available for gb k gb k gb k gb k t kuota isat im,positive
yuk kak kuota nya fast proses trusted dana ovo gopay qris shopeepay wa dm testi,positive
yg dah bukak kuota jam segini rep pl ya,positive
ada kak pulsa tf hai cari jasa cv pulsa rekomendasi banget ni ka available for isat tsel tri xlaxis byu t cv pulsa bank ewallet dana spay link aja gopay dll,positive
pay k hai cari jasa cv pulsa rekomendasi banget ni ka available for isat tsel tri xlaxis byu t cv pulsa bank ewallet dana spay link aja gopay dll,neutral
yang murah kualitas gak murahan kan,positive
paket internet freedom combo wa bbmbe,positive
jasa megawati jual murah tanker peamina jokowi janji beli gas lng sumur tangkas cina sampe harga flat kita beli pasar bebas iran bebaskan ratusan triliyun rupiah koruptor blbi,neutral
byk janji byk sumpah byk bualan byk meroket buyback lahan pertanian stop utang stop inmpor janji sumpah gk bagus,neutral
cant even survive in my living room let alone my bedroom and i live in setiabudi sucks but gb for k got nothing to complain,negative
ini ngapa kaya bngst si jd kaga ngepush rank,negative
halo kak aku jual pulsa xl tsel axis nih trusted untuk pulsa transfer dm harga yaa,neutral
ooredoo murah bangetttt,positive
hai kak komplain pulsa terpotong dana kembalikan x jamtetqpi bl,positive
mantaps mbak ida,positive
lulus universitas hasanuddin makassar ida bergabung industri telekomunikasi berkarier,positive
ida kali menghadapi medan berat lapangan kepulauan wilayah timur indonesia mudah,positive
manteb,positive
kan beli kuota internet gb bulan kbisa nonton video mukbang sebulan tinggal sedia nasi aja,positive
kamu pake ya karena sinyalsinyal cintamu kuat hatiku steffychibi,positive
maaf oot jual kuota,positive
samasama kak terimakasih kesetiaannya produk ooredoo jangan ragu hubungi ya kak ditanyakan nana,positive
i know kak gmn ya sampean bikin halu teruss link,neutral
bonus deposit pulsa im tri xl qris gta klaim bonus nya menangkan maxwin gta,positive
open cv dana ovo spay gpay link aja prem non prem bank yaa cv pulsa isat tsel langsung wa bio testi klik cek likes need want convert tukar saldo,neutral
heiyooo butuh pulsa kuota tsel isat jual nih pulsa tf tsel murah pulsa elektrik nambah mastip kuota gift tsel harga under app kuota finet gb k ragu testi cek likes yaa tags ya jual need want beli,neutral
kaya taek,negative
anjng jam segini silang,neutral
ngeleggg bangettt,negative
kamu pake ya karena sinyalsinyal cintamu kuat hatiku,neutral
kamu pake ya karena sinyalsinyal cintamu kuat hatiku nadilajkt,neutral
haloo min ko jaringan lemot banget si benda pamulang apalagi ini bener parah lemotnya,negative
sinyalnya cacat bgt,negative
error ya,neutral
sahabat berdasarkan penelitian perusahaan produk industri merasakan pandemi berdampak negatif bisnis,neutral
sahabat bentuk komitmen menghubungkan memberdayakan masyarakat indonesia ooredoo hutchison r,positive
kmrn pindah sii soalny daerah yg dipake bagusan,neutral
buka twt susah banget load gambar nya,neutral
tolong jaringan ini di kampung rata pake satu kampung emosian karna jaringan lemot parah,negative
taii pulsa gua kesedottt,negative
cek dm min,neutral
mmang knp kak,neutral
tos dlu user,neutral
ini kalo gue cepat ubanan garagara,neutral
ini kalo malem emng ngelag ginikah gimanaaa,negative
kenapa speed internet cepet,positive
jelek banget w ga bisa muter video ini,negative
nonton youtube kaga bisa buka pic twitter gabisa bener bener dah bgst,negative
jaringan payah jaman maju lemot aja benda pamulang tangsel jaringan ilang g,negative
keterangan paket kuota freedom u kuota utama jam kuota bonus hari kuota app ms teams skype webex zoom,positive
langsung wa aja kak jual kuota murah banget proses cepat dijamin trusted,positive
auto ganti,neutral
hai jajan kuota isat nya langsung aja yuk wa standby loh fastresp banget,positive
halo halo kuota pulsa lengkap nih axis tri byu langsung cus dm fast respon fast proses trusted tentunya,positive
kenapasi kontol gaguna disaat wifi mati brengsek anjing emosi stengah mati gue anjnggggg,negative
bangsat babi,negative
heran banget sinyal internet wifi myrep lemot banget,negative
halo lia salam kenal begadang yaa and sleep well besok senin,neutral
fuck lu gajelas,negative
jelek jaringannya,negative
bobo ajalah kumat lemotnya,negative
need kuota,neutral
melalui kerja pihak ooredoo hutchison program customer social responsibility bantuan makanan saji kartu sim warga terdampak banjir serang banten,positive
tolong lemot,negative
wtb kuota murce,positive
hi kak maaf pengalamannya ya kami sarankan masuk pengaturan jaringan pilih jaringan manual pilih operator pilih apabila sukses silakan ubah otomatis kembali kalo sama yuk infoin nomor detail alamat via dm ayu,positive
sinyal kemarin ngajak gelud,negative
mau paket harian murah,positive
ini sinyal bener dah,neutral
nyebelin bgt,negative
pemberian modal umkm berguna pengembangan usahanya,positive
sumpah apapun lo asu bgt,negative
error mulu deh kemaren,negative
area baru cibubur citra grand cibubur aversa park blok aa harvest city quince blossom sakura chika dapatkan promo khusus area,positive
halo rocketer info perluasan area sejabodetabek dm whatsapp mimin yaa nomor,positive
semoga lancar ya aamiin,positive
hi teman wah gawat bgt tuh mimin lakukan pengecekan lanjut pesan teman sdh mimin balas ya silakan cek dm nya terima kasih rahza,positive
hai teman tenang aja mimin bantu kakak jam biar mimin cek kendalanya datanya aman yuk mimin tunggu konfirmasi nomernya nya dm terima kasih rendi,positive
hi teman jaringan terpantau normal kak yuk ceritain detail dm dgn infoin nomor tipe hp screenshot keterangannya biar mimin cek yah terima kasihriko,positive
min knp ga masuk trs dah kode otp nya gangguan kah akun ku kelock jd gabisa dibuka,positive
hi teman mimin bantu kak yuk infoin datanya dm yah nomor screenshotnya yah kak terima kasihriko,positive
hi teman berhentikan layanan berbayar yah kak kendala langsung ceritain mimin dm yah terima kasihriko,positive
hi teman gawat bgt tuh mimin coba cek ya silakan info nomor nya dm terima kasih rahza,positive
lama jd goblokfren dah jelek bet sinyalny,negative
hi teman jaringan terpantau normal kok kakak kendala yuk ceritain detailnya dm dgn infoin nomor tipe hp titik koordinatnya terima kasihriko,positive
smafren anjing,negative
wkwkwkakupun suka kesel ganti provider,neutral
hihihi kesel banget kepental untung pake yah,neutral
sinyal macem anjing,negative
aamiin lancar jaya pakai keke,positive
sinyal nya kaya tai,negative
sinyalnya lancar jaya,positive
hai teman akses kecepatannya mengikuti kuota utama ya kak informasi lengkap paket kakak cek link terima kasih mandala,positive
super ngebut kota kak kalau daerahku sinyal lemot kak bahkan ngilang main mana,positive
yaampun sayang banget nikmatin internet super kebutnya jangan ragu deh kak gunain nya oh iya kendala dm mimin aja ya kak biar ngerasain internet maksimal terima kasih ben,positive
bemer emang salah terbaik,positive
sinyal daerahku ngebut kak saking ngebutnya lemot timbultenggelam sinyalnya,positive
unlimited double bener bener membantu gue kegiatan online real life makasoh,positive
ahhh gemoy banget sih ava profil dr bener bener beda operator,positive
kayanya iya deh nomerku coba dm nomernya chels,positive
wait barusan login wa bisnis trs lupa no ku inget doang trs clipboard no login pake no tpi no aku pls tdi login pake no kk,positive
wah mimin senang bgt dengar nya gunakan nya ya teman terima kasih teman rahza,positive
widihhhh maret ceria banget pke paket internet bikin puas takut kehabisan kuota,positive
gak salah pilih teman akses inet lancar harga terjangkau paketnya info produk cek link terima kasih teman dul,positive
semenjak kartu blokir gue kek jamet ganti nomor astaghfirullah cari jati,neutral
jaringan gue h parah bat si emng telkomsol memang pake sih,neutral
gas,neutral
enakeunn,neutral
halo kakak terima kasih setia ya kak terkait kendalanya biar dicek via dm ya kak mimin tunggu teman setia terima kasih ben,positive
fuck you fuck you all smafrens stakeholder yang hidup dari nipu customer fuck you,negative
namun kaka mengalami kendala lambat paket nya blm fup mimin bantu cek ya kaka info nomor detail lokasi nya dm terima kasih rahza,positive
gapaham tumben bgt,neutral
dom ola lemot banget sebenernga lumayan murah sih kalo gabisa dipake ya gimana yaaa,neutral
hai teman mimin kakak utk promo benefit unlimited malaminternet malam pd tgl nih kak terima kasih bia,positive
pake unlimited fup gb dapet bonus gb harga k hariii,positive
tsel lu diem sblm gua ganti smafren,neutral
teman aktifkan paket add on internet malam aplikasi mysf yuk langsung meluncur mysf apps aktifin paketnya kak tetap jaga kesehatan ya kak terima kasih sobat setia veby,positive
jangan lupa kepoin nya link tetap jaga kesehatan lupa pakai masker ya kak terima kasih sobat setia mandala,positive
internet nya lancar ga,neutral
siaaap kak istiraht ya ka kalo begadang internet malam menemani kak terima kasih maul,positive
jenn stay dm ka fastresp premium fee start k nonprem fee start k cv pulsa triaxistselisat rate cantik cv koin shopeeovo point all bank,positive
teman mimin nanya dong kamu gunain kuota internet malam gak,positive
jangan yaamsyong pastinya pakai aja biar lancar jaya,positive
jjur cape bgt gw pake,neutral
ngegame streaming aplikasi aja aja pake unlimited rp ribu yuk beli sekarang,neutral
sayang banget teman blm nikmati layanan dgn baik info kendala pengesian infokan nomor capturenya via dm terima kasih dul,positive
jual paket data ga,neutral
kesedot ni pulsa,neutral
kebutuhan konten upload medos percaya unlimited an bikin no drama no ribet udah internetan jam aplikasi kemudahan benefit x,positive
no,neutral
ahsiyap teman mimin cek balas pesan dm nya ya kak terima kasih teman el,positive
sayang banget ya kak menikmati internet cepatnya mimin bantu kendala kakak yuk infoin nomor tampilan sinyalnya dm ya kak mimin tunggu terima kasih ben,positive
tenang teman mimin bantuin kakak mimin konfirmasi nomor yg digunakannya nomor xxx yg lain mimin tunggu konfirmasinya dm ya kak terima kasihveby,positive
boleh banget teman semoga kakak cinta setia layanannya ya kak yg bs mimin bantu seputar nya silakan infokan via dm ya kak terima kasih bia,positive
ga khawatir mimin bntu cek yah ka silahkan konfirmasi dm kak infokan nomor nya yah terima kasih ara,positive
buat kamu pelanggan nonton tayangan spesial valentine sepuasnya konten premium vision lho info mf,positive
cek dm kak,neutral
ngeri main kelen njing aneh aja no ku hanya panggilan sms ga bisa ner,negative
sudah restart hp min copot sim card jga ga,neutral
wkwk lucu bgt ga tuh,neutral
kau jgn pk itu plat merah ganti aza broo,negative
luncurkan sahabat wadah pengembangan talenta digital content creator tanahair,positive
min login disney hotsar hp kode otp nya gak masuk masuk sms nomor ya,neutral
pamer skin jancok,neutral
tidak percaya ayo bukti kan sendiri nyata cuaan nya bos ku untuk info lebih lanjut menghubungi cs kami wa dana ovo gopay xl axiata all bank,positive
pengen coba tapi setia jaringan,positive
tolong kak kartu as ku mati hilang jaringan gimna kasih aktifkan,neutral
aktifasikhusus ketik nslap kirim judul hitam putih artist the gajah mada,positive
mau tampung rate berapa,neutral
paket kuota keluarga koq hilang tidak menu,neutral
transformasi telkom luar biasa,positive
fokus pengembangan solusi layanan lintas sektor berorientasi pelanggan inovasi teknolo,positive
kouta segini bnyk ga dipake yaallah astaga kouta multimedia gaada,positive
need pulsa axis mungkin langsung dm ya terima kasih,positive
luar biasa,positive
selamat paket gb data rp aktif berlaku sd tgl pkl wib cek statusberhenti berlangganan my apps hub info,positive
